-996.500	0.000
-988.500	0.000
-980.500	0.000
-972.499	0.000
-964.499	0.000
-956.499	0.000
-948.499	0.000
-940.499	0.000
-932.499	0.000
-924.498	0.000
-916.498	0.000
-908.498	0.000
-900.498	0.000
-892.498	0.000
-884.498	0.000
-876.497	0.000
-868.497	0.000
-860.497	0.000
-852.497	0.000
-844.497	0.000
-836.497	0.000
-828.496	0.000
-820.496	0.000
-812.496	0.000
-804.496	0.000
-796.496	0.000
-788.496	0.000
-780.495	0.000
-772.495	0.000
-764.495	0.000
-756.495	0.000
-748.495	0.000
-740.495	0.000
-732.494	0.000
-724.494	0.000
-716.494	0.000
-708.494	0.000
-700.494	0.000
-692.494	0.000
-684.493	0.000
-676.493	0.000
-668.493	0.000
-660.493	0.000
-652.493	0.000
-644.493	0.000
-636.492	0.000
-628.492	0.000
-620.492	0.000
-612.492	0.000
-604.492	0.000
-596.492	0.000
-588.491	0.000
-580.491	0.000
-572.491	0.000
-564.491	0.000
-556.491	0.000
-548.491	0.000
-540.490	0.000
-532.490	0.000
-524.490	0.000
-516.490	0.000
-508.490	0.000
-500.490	0.000
-492.489	0.000
-484.489	0.000
-476.489	0.000
-468.489	0.000
-460.489	0.000
-452.489	0.000
-444.488	0.000
-436.488	0.000
-428.488	0.000
-420.488	0.000
-412.488	0.000
-404.488	0.000
-396.487	0.000
-388.487	0.000
-380.487	0.000
-372.487	0.000
-364.487	0.000
-356.487	0.000
-348.486	0.000
-340.486	0.000
-332.486	0.000
-324.486	0.000
-316.486	0.000
-308.486	0.000
-300.485	0.000
-292.485	0.000
-284.485	0.000
-276.485	0.000
-268.485	0.000
-260.485	0.000
-252.484	0.000
-244.484	0.000
-236.484	0.000
-228.484	0.000
-220.484	0.000
-212.484	0.000
-204.483	0.000
-196.483	0.000
-188.483	0.000
-180.483	0.000
-172.483	0.000
-164.483	0.000
-156.482	0.000
-148.482	0.000
-140.482	0.000
-132.482	0.000
-124.482	0.000
-116.482	1.000
-108.481	5.000
-100.481	12.000
-92.481	18.000
-84.481	26.000
-76.481	60.000
-68.481	65.000
-60.480	124.000
-52.480	174.000
-44.480	233.000
-36.480	306.000
-28.480	372.000
-20.480	435.000
-12.479	505.000
-4.479	506.000
3.521	526.000
11.521	433.000
19.521	449.000
27.521	392.000
35.522	329.000
43.522	281.000
51.522	210.000
59.522	152.000
67.522	98.000
75.522	68.000
83.523	45.000
91.523	25.000
99.523	13.000
107.523	9.000
115.523	5.000
123.523	8.000
131.524	6.000
139.524	4.000
147.524	5.000
155.524	3.000
163.524	3.000
171.524	9.000
179.525	2.000
187.525	7.000
195.525	3.000
203.525	4.000
211.525	5.000
219.525	6.000
227.526	5.000
235.526	6.000
243.526	10.000
251.526	10.000
259.526	15.000
267.526	20.000
275.527	42.000
283.527	66.000
291.527	107.000
299.527	143.000
307.527	227.000
315.527	324.000
323.528	503.000
331.528	656.000
339.528	878.000
347.528	1056.000
355.528	1188.000
363.528	1414.000
371.529	1483.000
379.529	1523.000
387.529	1549.000
395.529	1554.000
403.529	1411.000
411.529	1211.000
419.530	1012.000
427.530	844.000
435.530	669.000
443.530	475.000
451.530	327.000
459.530	230.000
467.531	174.000
475.531	133.000
483.531	90.000
491.531	86.000
499.531	81.000
507.531	51.000
515.532	62.000
523.532	58.000
531.532	61.000
539.532	65.000
547.532	67.000
555.532	58.000
563.533	61.000
571.533	52.000
579.533	64.000
587.533	53.000
595.533	47.000
603.533	61.000
611.534	53.000
619.534	62.000
627.534	51.000
635.534	55.000
643.534	72.000
651.534	78.000
659.535	95.000
667.535	137.000
675.535	250.000
683.535	323.000
691.535	454.000
699.535	663.000
707.536	836.000
715.536	1099.000
723.536	1392.000
731.536	1678.000
739.536	1975.000
747.536	2207.000
