-996.5,0
-988.5,0
-980.5,0
-972.499,0
-964.499,0
-956.499,0
-948.499,0
-940.499,0
-932.499,0
-924.498,0
-916.498,0
-908.498,0
-900.498,0
-892.498,0
-884.498,0
-876.497,0
-868.497,0
-860.497,0
-852.497,0
-844.497,0
-836.497,0
-828.496,0
-820.496,0
-812.496,0
-804.496,0
-796.496,0
-788.496,0
-780.495,0
-772.495,0
-764.495,0
-756.495,0
-748.495,0
-740.495,0
-732.494,0
-724.494,0
-716.494,0
-708.494,0
-700.494,0
-692.494,0
-684.493,0
-676.493,0
-668.493,0
-660.493,0
-652.493,0
-644.493,0
-636.492,0
-628.492,0
-620.492,0
-612.492,0
-604.492,0
-596.492,0
-588.491,0
-580.491,0
-572.491,0
-564.491,0
-556.491,0
-548.491,0
-540.49,0
-532.49,0
-524.49,0
-516.49,0
-508.49,0
-500.49,0
-492.489,0
-484.489,0
-476.489,0
-468.489,0
-460.489,0
-452.489,0
-444.488,0
-436.488,0
-428.488,0
-420.488,0
-412.488,0
-404.488,0
-396.487,0
-388.487,0
-380.487,0
-372.487,0
-364.487,0
-356.487,0
-348.486,0
-340.486,0
-332.486,0
-324.486,0
-316.486,0
-308.486,0
-300.485,0
-292.485,0
-284.485,0
-276.485,0
-268.485,0
-260.485,0
-252.484,0
-244.484,0
-236.484,0
-228.484,0
-220.484,0
-212.484,0
-204.483,0
-196.483,0
-188.483,0
-180.483,0
-172.483,0
-164.483,0
-156.482,0
-148.482,0
-140.482,0
-132.482,0
-124.482,0
-116.482,0
-108.481,0
-100.481,0
-92.481,2
-84.481,0
-76.481,1
-68.481,5
-60.48,5
-52.48,7
-44.48,8
-36.48,15
-28.48,17
-20.48,16
-12.479,34
-4.479,14
3.521,23
11.521,24
19.521,18
27.521,12
35.522,13
43.522,16
51.522,8
59.522,8
67.522,1
75.522,4
83.523,1
91.523,0
99.523,0
107.523,0
115.523,0
123.523,0
131.524,0
139.524,0
147.524,0
155.524,1
163.524,0
171.524,0
179.525,1
187.525,0
195.525,0
203.525,0
211.525,0
219.525,0
227.526,0
235.526,1
243.526,0
251.526,2
259.526,1
267.526,0
275.527,0
283.527,0
291.527,0
299.527,1
307.527,0
315.527,0
323.528,0
331.528,0
339.528,0
347.528,0
355.528,0
363.528,0
371.529,0
379.529,0
387.529,1
395.529,0
403.529,0
411.529,0
419.53,1
427.53,0
435.53,2
443.53,2
451.53,5
459.53,7
467.531,9
475.531,10
483.531,13
491.531,20
499.531,23
507.531,38
515.532,50
523.532,41
531.532,48
539.532,67
547.532,76
555.532,78
563.533,63
571.533,60
579.533,59
587.533,43
595.533,50
603.533,23
611.534,30
619.534,26
627.534,14
635.534,9
643.534,6
651.534,4
659.535,4
667.535,2
675.535,4
683.535,4
691.535,6
699.535,8
707.536,6
715.536,2
723.536,1
731.536,1
739.536,2
747.536,6
755.537,3
763.537,5
771.537,3
779.537,5
787.537,4
795.537,3
803.538,4
811.538,3
819.538,3
827.538,4
835.538,2
843.538,2
851.539,0
859.539,3
867.539,1
875.539,3
883.539,0
891.539,3
899.54,6
907.54,3
915.54,1
923.54,5
931.54,4
939.54,4
947.541,3
955.541,1
963.541,3
971.541,3
979.541,4
987.541,2
995.542,10
1003.542,10
1011.542,9
1019.542,23
1027.542,21
1035.542,38
1043.543,60
1051.543,59
1059.543,65
1067.543,88
1075.543,107
1083.543,89
1091.544,148
1099.544,125
1107.544,137
1115.544,143
1123.544,115
1131.544,84
1139.545,106
1147.545,82
1155.545,60
1163.545,51
1171.545,55
1179.545,29
1187.546,33
1195.546,28
1203.546,18
1211.546,13
1219.546,19
1227.546,10
1235.547,9
1243.547,11
1251.547,5
1259.547,8
1267.547,12
1275.547,14
1283.548,20
1291.548,10
1299.548,7
1307.548,18
1315.548,17
1323.548,18
1331.549,10
1339.549,21
1347.549,10
1355.549,9
1363.549,8
1371.549,10
1379.55,12
1387.55,7
1395.55,9
1403.55,9
1411.55,11
1419.55,8
1427.551,20
1435.551,9
1443.551,18
1451.551,10
1459.551,7
1467.551,12
1475.552,12
1483.552,12
1491.552,20
1499.552,9
1507.552,12
1515.552,11
1523.553,6
1531.553,14
1539.553,16
1547.553,9
1555.553,22
1563.553,25
1571.554,29
1579.554,33
1587.554,52
1595.554,54
1603.554,75
1611.554,82
1619.555,104
1627.555,129
1635.555,129
1643.555,147
1651.555,144
1659.555,123
1667.556,148
1675.556,125
1683.556,128
1691.556,119
1699.556,86
1707.556,101
1715.557,72
1723.557,74
1731.557,41
1739.557,52
1747.557,31
1755.557,27
1763.558,28
1771.558,18
1779.558,29
1787.558,29
1795.558,27
1803.558,30
1811.559,28
1819.559,36
1827.559,29
1835.559,23
1843.559,24
1851.559,21
1859.56,26
1867.56,29
1875.56,23
1883.56,28
1891.56,34
1899.56,24
1907.561,29
1915.561,24
1923.561,16
1931.561,22
1939.561,24
1947.561,28
1955.562,25
1963.562,23
1971.562,20
1979.562,15
1987.562,23
1995.562,26
2003.563,25
2011.563,25
2019.563,16
2027.563,26
2035.563,16
2043.563,17
2051.564,24
2059.564,22
2067.564,16
2075.564,27
2083.564,17
2091.564,19
2099.565,27
2107.565,29
2115.565,31
2123.565,37
2131.565,53
2139.565,63
2147.566,63
2155.566,80
2163.566,111
2171.566,116
2179.566,117
2187.566,121
2195.567,131
2203.567,130
2211.567,137
2219.567,149
2227.567,130
2235.567,111
2243.568,135
2251.568,105
2259.568,100
2267.568,81
2275.568,64
2283.568,65
2291.569,57
2299.569,34
2307.569,49
2315.569,37
2323.569,26
2331.569,36
2339.57,33
2347.57,35
2355.57,37
2363.57,37
2371.57,28
2379.57,45
2387.571,39
2395.571,32
2403.571,39
2411.571,35
2419.571,37
2427.571,22
2435.572,40
2443.572,53
2451.572,35
2459.572,33
2467.572,45
2475.572,38
2483.573,31
2491.573,31
2499.573,29
2507.573,32
2515.573,40
2523.573,34
2531.574,28
2539.574,32
2547.574,16
2555.574,27
2563.574,24
2571.574,32
2579.575,26
2587.575,38
2595.575,34
2603.575,30
2611.575,40
2619.575,27
2627.576,29
2635.576,35
2643.576,31
2651.576,30
2659.576,41
2667.576,34
2675.577,36
2683.577,44
2691.577,55
2699.577,61
2707.577,68
2715.577,68
2723.578,87
2731.578,80
2739.578,106
2747.578,118
2755.578,127
2763.578,127
2771.579,113
2779.579,108
2787.579,111
2795.579,109
2803.579,71
2811.579,98
2819.58,87
2827.58,71
2835.58,45
2843.58,60
2851.58,44
2859.58,36
2867.581,37
2875.581,33
2883.581,39
2891.581,28
2899.581,40
2907.581,38
2915.582,41
2923.582,50
2931.582,27
2939.582,30
2947.582,58
2955.582,47
2963.583,46
2971.583,35
2979.583,45
2987.583,42
2995.583,41
3003.583,36
3011.584,43
3019.584,46
3027.584,36
3035.584,43
3043.584,46
3051.584,41
3059.585,39
3067.585,33
3075.585,30
3083.585,33
3091.585,36
3099.585,31
3107.586,22
3115.586,28
3123.586,18
3131.586,32
3139.586,41
3147.586,27
3155.587,23
3163.587,31
3171.587,33
3179.587,31
3187.587,41
3195.587,18
3203.588,38
3211.588,31
3219.588,44
3227.588,37
3235.588,51
3243.588,51
3251.589,56
3259.589,60
3267.589,57
3275.589,56
3283.589,81
3291.589,78
3299.59,88
3307.59,80
3315.59,91
3323.59,97
3331.59,74
3339.59,83
3347.591,72
3355.591,80
3363.591,54
3371.591,61
3379.591,59
3387.591,39
3395.592,40
3403.592,42
3411.592,47
3419.592,30
3427.592,34
3435.592,36
3443.593,41
3451.593,32
3459.593,29
3467.593,42
3475.593,31
3483.593,37
3491.594,30
3499.594,46
3507.594,35
3515.594,34
3523.594,34
3531.594,40
3539.595,36
3547.595,37
3555.595,33
3563.595,41
3571.595,32
3579.595,29
3587.596,32
3595.596,30
3603.596,50
3611.596,38
3619.596,37
3627.596,41
3635.597,28
3643.597,35
3651.597,30
3659.597,34
3667.597,25
3675.597,31
3683.598,32
3691.598,35
3699.598,27
3707.598,31
3715.598,24
3723.598,30
3731.599,20
3739.599,32
3747.599,31
3755.599,30
3763.599,31
3771.599,35
3779.6,43
3787.6,28
3795.6,34
3803.6,27
3811.6,47
3819.6,54
3827.601,40
3835.601,58
3843.601,59
3851.601,46
3859.601,48
3867.601,50
3875.602,54
3883.602,54
3891.602,40
3899.602,56
3907.602,40
3915.602,33
3923.603,30
3931.603,32
3939.603,30
3947.603,40
3955.603,33
3963.603,15
3971.604,31
3979.604,29
3987.604,34
3995.604,33
4003.604,25
4011.604,34
4019.605,28
4027.605,25
4035.605,30
4043.605,35
4051.605,35
4059.605,39
4067.606,20
4075.606,23
4083.606,32
4091.606,33
4099.606,27
4107.606,27
4115.607,24
4123.607,32
4131.607,26
4139.607,18
4147.607,30
4155.607,25
4163.608,25
4171.608,25
4179.608,28
4187.608,27
4195.608,23
4203.608,25
4211.609,34
4219.609,17
4227.609,31
4235.609,16
4243.609,17
4251.609,17
4259.61,29
4267.61,18
4275.61,32
4283.61,21
4291.61,15
4299.61,32
4307.611,30
4315.611,15
4323.611,30
4331.611,24
4339.611,27
4347.611,30
4355.612,31
4363.612,40
4371.612,26
4379.612,49
4387.612,40
4395.612,34
4403.613,30
4411.613,25
4419.613,26
4427.613,40
4435.613,34
4443.613,33
4451.614,21
4459.614,28
4467.614,23
4475.614,27
4483.614,24
4491.614,25
4499.615,21
4507.615,30
4515.615,25
4523.615,21
4531.615,23
4539.615,23
4547.616,19
4555.616,26
4563.616,26
4571.616,19
4579.616,26
4587.616,22
4595.617,25
4603.617,21
4611.617,17
4619.617,21
4627.617,25
4635.617,17
4643.618,15
4651.618,20
4659.618,21
4667.618,19
4675.618,24
4683.618,18
4691.619,20
4699.619,19
4707.619,15
4715.619,14
4723.619,14
4731.619,15
4739.62,19
4747.62,9
4755.62,21
4763.62,19
4771.62,25
4779.62,19
4787.621,23
4795.621,25
4803.621,15
4811.621,20
4819.621,16
4827.621,15
4835.622,20
4843.622,21
4851.622,6
4859.622,10
4867.622,26
4875.622,24
4883.623,15
4891.623,20
4899.623,13
4907.623,13
4915.623,18
4923.623,17
4931.624,20
4939.624,16
4947.624,17
4955.624,26
4963.624,20
4971.624,23
4979.625,24
4987.625,18
4995.625,28
5003.625,17
5011.625,18
